transaction_id,date,department,category,vendor,region,transaction_type,amount,payment_method,description
TXN100233,2025-01-03,Operations,Supplies,SupplyHub,South,Expense,11568.65,Direct Debit,Supplies transaction for Operations
TXN100234,2025-01-03,Customer Support,Product Sales,Customer_E,West,Revenue,8394.94,Direct Debit,Product Sales transaction for Customer Support
TXN100235,2025-01-03,Finance,Bank Charges,BankOne,East,Expense,5572.23,Bank Transfer,Bank Charges transaction for Finance
TXN100236,2025-01-03,Sales,Commissions,SalesPartners,South,Expense,6914.19,Credit Card,Commissions transaction for Sales
TXN100237,2025-01-03,Finance,Subscription,Customer_B,North,Revenue,52401.17,Credit Card,Subscription transaction for Finance
TXN100238,2025-01-03,HR,Benefits,BenefitHub,East,Expense,2979.82,Bank Transfer,Benefits transaction for HR
TXN100239,2025-01-03,Marketing,Events,ExpoHub,South,Expense,15696.67,UPI,Events transaction for Marketing
TXN100240,2025-01-03,Sales,Transaction Fees,Customer_D,West,Revenue,38016.72,Credit Card,Transaction Fees transaction for Sales
TXN100241,2025-01-03,Operations,Maintenance,FixPro,South,Expense,25402.9,Direct Debit,Maintenance transaction for Operations
TXN100242,2025-01-03,HR,Recruitment,HireFast,East,Expense,5542.23,Credit Card,Recruitment transaction for HR
TXN100243,2025-01-03,Marketing,Product Sales,Customer_B,South,Revenue,22093.79,Debit Card,Product Sales transaction for Marketing
TXN100244,2025-01-03,Sales,Subscription,Customer_B,North,Revenue,25699.4,Bank Transfer,Subscription transaction for Sales
TXN100245,2025-01-03,IT,Service Revenue,Customer_D,North,Revenue,33248.36,UPI,Service Revenue transaction for IT
TXN100246,2025-01-03,IT,Subscription,Customer_E,South,Revenue,7126.77,Bank Transfer,Subscription transaction for IT
TXN100247,2025-01-03,IT,Service Revenue,Customer_D,South,Revenue,3983.17,Bank Transfer,Service Revenue transaction for IT
TXN100248,2025-01-03,Finance,Audit,AuditPartners,North,Expense,5641.85,Bank Transfer,Audit transaction for Finance
TXN100249,2025-01-03,Operations,Utilities,WaterWorks,East,Expense,5919.72,Debit Card,Utilities transaction for Operations
TXN100250,2025-01-03,Customer Support,Outsourcing,SupportWorks,North,Expense,14644.94,Debit Card,Outsourcing transaction for Customer Support
TXN100251,2025-01-03,Operations,Service Revenue,Customer_E,North,Revenue,14397.33,Bank Transfer,Service Revenue transaction for Operations
TXN100252,2025-01-03,Marketing,Events,ExpoHub,West,Expense,42225.87,Credit Card,Events transaction for Marketing
TXN100253,2025-01-03,Finance,Software,CloudSuite,South,Expense,6010.03,Credit Card,Software transaction for Finance
TXN100254,2025-01-03,Operations,Product Sales,Customer_A,East,Revenue,21208.97,Bank Transfer,Product Sales transaction for Operations
TXN100255,2025-01-03,IT,Transaction Fees,Customer_C,East,Revenue,35781.89,Debit Card,Transaction Fees transaction for IT
TXN100256,2025-01-03,HR,Subscription,Customer_A,East,Revenue,18370.87,Credit Card,Subscription transaction for HR
TXN100257,2025-01-03,HR,Subscription,Customer_B,East,Revenue,4914.19,Direct Debit,Subscription transaction for HR
TXN100258,2025-01-03,IT,Transaction Fees,Customer_D,West,Revenue,19658.87,Credit Card,Transaction Fees transaction for IT
TXN100259,2025-01-03,Customer Support,Software,DataDesk,West,Expense,3947.56,Credit Card,Software transaction for Customer Support
TXN100260,2025-01-03,IT,Hardware,DevicePro,North,Expense,19303.68,Bank Transfer,Hardware transaction for IT
TXN100261,2025-01-03,Sales,Client Entertainment,DinePro,North,Expense,16165.11,Debit Card,Client Entertainment transaction for Sales
TXN100262,2025-01-03,Operations,Service Revenue,Customer_C,North,Revenue,8884.98,Bank Transfer,Service Revenue transaction for Operations
TXN100263,2025-01-03,Sales,Subscription,Customer_C,South,Revenue,6609.72,Debit Card,Subscription transaction for Sales
TXN100264,2025-01-03,Sales,Client Entertainment,DinePro,South,Expense,9336.18,Direct Debit,Client Entertainment transaction for Sales
TXN100265,2025-01-03,Marketing,Advertising,AdSphere,East,Expense,11334.58,Bank Transfer,Advertising transaction for Marketing
TXN100266,2025-01-03,IT,Cybersecurity,SecureNet,North,Expense,15134.08,Bank Transfer,Cybersecurity transaction for IT
TXN100267,2025-01-03,IT,Subscription,Customer_B,North,Revenue,8839.19,Bank Transfer,Subscription transaction for IT
TXN100268,2025-01-03,Operations,Service Revenue,Customer_E,South,Revenue,11944.11,UPI,Service Revenue transaction for Operations
TXN100269,2025-01-03,Customer Support,Software,CloudSuite,South,Expense,6496.32,Bank Transfer,Software transaction for Customer Support
TXN100270,2025-01-03,IT,Cybersecurity,CyberGuard,West,Expense,9057.68,Bank Transfer,Cybersecurity transaction for IT
TXN100271,2025-01-03,Operations,Maintenance,FixPro,South,Expense,15293.0,Credit Card,Maintenance transaction for Operations
TXN100272,2025-01-03,Sales,Product Sales,Customer_E,East,Revenue,16745.48,Bank Transfer,Product Sales transaction for Sales
TXN100273,2025-01-03,HR,Training,LearnPro,South,Expense,7149.97,Bank Transfer,Training transaction for HR
TXN100274,2025-01-03,IT,Software,SoftCore,West,Expense,19069.26,Bank Transfer,Software transaction for IT
TXN100275,2025-01-03,Sales,Transaction Fees,Customer_B,West,Revenue,58905.37,UPI,Transaction Fees transaction for Sales
TXN100276,2025-01-03,Sales,Product Sales,Customer_A,East,Revenue,10703.22,Bank Transfer,Product Sales transaction for Sales
TXN100277,2025-01-03,Sales,Service Revenue,Customer_B,South,Revenue,9878.6,Bank Transfer,Service Revenue transaction for Sales
TXN100278,2025-01-03,Marketing,Content,ContentLab,West,Expense,6224.36,Bank Transfer,Content transaction for Marketing
TXN100279,2025-01-03,Marketing,Software,CloudSuite,West,Expense,8177.3,Direct Debit,Software transaction for Marketing
TXN100280,2025-01-03,IT,Service Revenue,Customer_C,North,Revenue,11874.47,Direct Debit,Service Revenue transaction for IT
TXN100281,2025-01-03,IT,Transaction Fees,Customer_A,South,Revenue,28040.95,Bank Transfer,Transaction Fees transaction for IT
TXN100282,2025-01-03,Sales,Commissions,SalesPartners,North,Expense,14439.01,Direct Debit,Commissions transaction for Sales
TXN100283,2025-01-03,Marketing,Transaction Fees,Customer_A,South,Revenue,9142.2,Debit Card,Transaction Fees transaction for Marketing
TXN100284,2025-01-03,IT,Cloud Services,ComputeHub,East,Expense,9546.26,Credit Card,Cloud Services transaction for IT
TXN100285,2025-01-03,Finance,Audit,AuditPartners,West,Expense,3341.46,UPI,Audit transaction for Finance
TXN100286,2025-01-03,Sales,Transaction Fees,Customer_A,North,Revenue,11365.94,Credit Card,Transaction Fees transaction for Sales
TXN100287,2025-01-03,Operations,Service Revenue,Customer_E,East,Revenue,4041.52,Bank Transfer,Service Revenue transaction for Operations
TXN100288,2025-01-03,IT,Cloud Services,CloudSuite,West,Expense,11727.33,Debit Card,Cloud Services transaction for IT
TXN100289,2025-01-03,Marketing,Transaction Fees,Customer_A,West,Revenue,73815.19,Debit Card,Transaction Fees transaction for Marketing
TXN100290,2025-01-03,Customer Support,Software,DataDesk,West,Expense,11438.67,Credit Card,Software transaction for Customer Support
TXN100291,2025-01-03,Customer Support,Training,LearnPro,East,Expense,4061.53,Credit Card,Training transaction for Customer Support
TXN100292,2025-01-03,HR,Training,SkillWorks,South,Expense,9247.03,Credit Card,Training transaction for HR
TXN100293,2025-01-03,Operations,Logistics,FastFreight,West,Expense,17117.24,UPI,Logistics transaction for Operations
TXN100294,2025-01-03,Sales,Product Sales,Customer_E,North,Revenue,52635.75,Debit Card,Product Sales transaction for Sales
TXN100295,2025-01-03,Customer Support,Software,SoftCore,East,Expense,5466.29,Bank Transfer,Software transaction for Customer Support
TXN100296,2025-01-03,Marketing,Transaction Fees,Customer_A,East,Revenue,5618.72,UPI,Transaction Fees transaction for Marketing
TXN100297,2025-01-03,Sales,Client Entertainment,EventWorks,North,Expense,3857.12,Bank Transfer,Client Entertainment transaction for Sales
TXN100298,2025-01-03,Sales,Product Sales,Customer_C,West,Revenue,48499.61,Bank Transfer,Product Sales transaction for Sales
TXN100299,2025-01-03,Sales,Travel,TravelCo,East,Expense,11606.08,Bank Transfer,Travel transaction for Sales
TXN100300,2025-01-03,IT,Cloud Services,DataCloud,East,Expense,13658.99,Bank Transfer,Cloud Services transaction for IT
TXN100301,2025-01-03,Customer Support,Product Sales,Customer_C,South,Revenue,23028.12,UPI,Product Sales transaction for Customer Support
TXN100302,2025-01-03,Operations,Service Revenue,Customer_B,West,Revenue,25602.47,UPI,Service Revenue transaction for Operations
TXN100303,2025-01-03,Sales,Commissions,SalesPartners,North,Expense,17785.02,Credit Card,Commissions transaction for Sales
TXN100304,2025-01-03,Marketing,Advertising,SearchPro,West,Expense,25448.18,Bank Transfer,Advertising transaction for Marketing
TXN100305,2025-01-03,Finance,Professional Services,ConsultPro,North,Expense,7861.24,Direct Debit,Professional Services transaction for Finance
TXN100306,2025-01-03,Marketing,Advertising,AdSphere,South,Expense,20867.2,Credit Card,Advertising transaction for Marketing
TXN100307,2025-01-03,Operations,Transaction Fees,Customer_D,North,Revenue,13896.5,Bank Transfer,Transaction Fees transaction for Operations
TXN100308,2025-01-03,IT,Cloud Services,ComputeHub,East,Expense,11142.42,UPI,Cloud Services transaction for IT
TXN100309,2025-01-03,Marketing,Transaction Fees,Customer_E,North,Revenue,24930.94,Credit Card,Transaction Fees transaction for Marketing
TXN100310,2025-01-03,Customer Support,Product Sales,Customer_C,West,Revenue,49233.44,Direct Debit,Product Sales transaction for Customer Support
TXN100311,2025-01-03,HR,Recruitment,TalentBridge,South,Expense,4394.8,Credit Card,Recruitment transaction for HR
TXN100312,2025-01-03,Operations,Product Sales,Customer_A,West,Revenue,14613.03,UPI,Product Sales transaction for Operations
TXN100313,2025-01-03,Marketing,Service Revenue,Customer_E,East,Revenue,5784.2,Credit Card,Service Revenue transaction for Marketing
TXN100314,2025-01-03,Marketing,Software,WorkFlowPro,North,Expense,24089.4,UPI,Software transaction for Marketing
TXN100315,2025-01-03,Sales,Travel,FlyBiz,South,Expense,7922.25,Credit Card,Travel transaction for Sales
TXN100316,2025-01-03,Operations,Product Sales,Customer_C,East,Revenue,24506.24,Credit Card,Product Sales transaction for Operations
TXN100317,2025-01-03,Finance,Transaction Fees,Customer_E,North,Revenue,4107.06,Bank Transfer,Transaction Fees transaction for Finance
TXN100318,2025-01-03,Sales,Client Entertainment,DinePro,East,Expense,14354.38,UPI,Client Entertainment transaction for Sales
TXN100319,2025-01-03,Sales,Subscription,Customer_B,North,Revenue,10065.36,Direct Debit,Subscription transaction for Sales
TXN100320,2025-01-03,Operations,Subscription,Customer_D,West,Revenue,38718.09,Bank Transfer,Subscription transaction for Operations
TXN100321,2025-01-03,IT,Hardware,DevicePro,North,Expense,5013.39,Debit Card,Hardware transaction for IT
TXN100322,2025-01-03,Sales,Software,DataDesk,North,Expense,6799.52,Debit Card,Software transaction for Sales
TXN100323,2025-01-03,Operations,Supplies,OfficeMart,West,Expense,7521.11,Bank Transfer,Supplies transaction for Operations
TXN100324,2025-01-03,Operations,Logistics,FastFreight,South,Expense,6177.76,Direct Debit,Logistics transaction for Operations
TXN100325,2025-01-03,Operations,Maintenance,FixPro,West,Expense,6765.32,Direct Debit,Maintenance transaction for Operations
TXN100326,2025-01-03,Operations,Logistics,MoveRight,South,Expense,16093.51,Debit Card,Logistics transaction for Operations
TXN100327,2025-01-03,Sales,Product Sales,Customer_D,East,Revenue,10068.89,UPI,Product Sales transaction for Sales
TXN100328,2025-01-03,Finance,Audit,AuditPartners,South,Expense,15515.71,Bank Transfer,Audit transaction for Finance
TXN100329,2025-01-03,Marketing,Software,DataDesk,West,Expense,19310.55,Direct Debit,Software transaction for Marketing
TXN100330,2025-01-03,Marketing,Subscription,Customer_B,West,Revenue,13616.13,Credit Card,Subscription transaction for Marketing
TXN100331,2025-01-03,Finance,Professional Services,ConsultPro,South,Expense,4102.25,Credit Card,Professional Services transaction for Finance
TXN100332,2025-01-03,IT,Software,SoftCore,South,Expense,8459.81,Bank Transfer,Software transaction for IT
TXN100333,2025-01-03,IT,Subscription,Customer_A,East,Revenue,10935.75,Bank Transfer,Subscription transaction for IT
TXN100334,2025-01-03,Operations,Product Sales,Customer_D,West,Revenue,15604.76,Credit Card,Product Sales transaction for Operations
TXN100335,2025-01-03,IT,Product Sales,Customer_A,West,Revenue,12076.4,Bank Transfer,Product Sales transaction for IT
TXN100336,2025-01-03,HR,Subscription,Customer_E,North,Revenue,15795.96,Bank Transfer,Subscription transaction for HR
TXN100337,2025-01-03,Customer Support,Training,LearnPro,North,Expense,4242.61,Bank Transfer,Training transaction for Customer Support
TXN100338,2025-01-03,Marketing,Events,EventWorks,South,Expense,10646.27,Bank Transfer,Events transaction for Marketing
TXN100339,2025-01-03,Sales,Software,WorkFlowPro,South,Expense,15436.2,Bank Transfer,Software transaction for Sales
TXN100340,2025-01-03,Operations,Utilities,WaterWorks,West,Expense,26011.62,Credit Card,Utilities transaction for Operations
TXN100341,2025-01-03,Operations,Supplies,OfficeMart,South,Expense,17525.26,Direct Debit,Supplies transaction for Operations
TXN100342,2025-01-03,Sales,Travel,FlyBiz,South,Expense,6440.76,Bank Transfer,Travel transaction for Sales
TXN100343,2025-01-03,HR,Transaction Fees,Customer_D,East,Revenue,5580.07,Debit Card,Transaction Fees transaction for HR
TXN100344,2025-01-03,IT,Cybersecurity,SecureNet,South,Expense,29610.09,Bank Transfer,Cybersecurity transaction for IT
TXN100345,2025-01-04,Sales,Subscription,Customer_E,West,Revenue,17028.18,UPI,Subscription transaction for Sales
TXN100346,2025-01-04,Finance,Professional Services,AdvisoryHub,West,Expense,4277.68,Bank Transfer,Professional Services transaction for Finance
TXN100347,2025-01-04,Marketing,Service Revenue,Customer_B,North,Revenue,12054.7,Bank Transfer,Service Revenue transaction for Marketing
TXN100348,2025-01-04,Finance,Audit,AuditPartners,North,Expense,8151.64,Credit Card,Audit transaction for Finance
TXN100349,2025-01-04,IT,Transaction Fees,Customer_C,West,Revenue,8701.59,Debit Card,Transaction Fees transaction for IT
TXN100350,2025-01-04,Operations,Service Revenue,Customer_A,South,Revenue,9348.08,Debit Card,Service Revenue transaction for Operations
TXN100351,2025-01-04,Sales,Travel,FlyBiz,West,Expense,10502.11,Bank Transfer,Travel transaction for Sales
TXN100352,2025-01-04,Marketing,Content,MediaCraft,East,Expense,25104.75,UPI,Content transaction for Marketing
TXN100353,2025-01-04,Operations,Logistics,MoveRight,South,Expense,10352.56,Direct Debit,Logistics transaction for Operations
TXN100354,2025-01-04,Finance,Software,SoftCore,South,Expense,9811.69,Credit Card,Software transaction for Finance
TXN100355,2025-01-04,HR,Subscription,Customer_A,North,Revenue,23805.86,Bank Transfer,Subscription transaction for HR
TXN100356,2025-01-04,Marketing,Software,WorkFlowPro,West,Expense,11224.68,UPI,Software transaction for Marketing
TXN100357,2025-01-04,Customer Support,Service Revenue,Customer_A,South,Revenue,28078.82,UPI,Service Revenue transaction for Customer Support
TXN100358,2025-01-04,Marketing,Software,SoftCore,South,Expense,13263.05,Bank Transfer,Software transaction for Marketing
TXN100359,2025-01-04,Operations,Utilities,WaterWorks,East,Expense,7313.7,Debit Card,Utilities transaction for Operations
TXN100360,2025-01-04,Customer Support,Transaction Fees,Customer_D,South,Revenue,27357.24,Credit Card,Transaction Fees transaction for Customer Support
TXN100361,2025-01-04,Customer Support,Training,SkillWorks,South,Expense,6920.47,Direct Debit,Training transaction for Customer Support
TXN100362,2025-01-04,Finance,Transaction Fees,Customer_B,North,Revenue,101690.93,UPI,Transaction Fees transaction for Finance
